--------------------------------------------------------------------------
WARNING: No preset parameters were found for the device that Open MPI
detected:

  Local host:            ai02
  Device name:           mlx5_1
  Device vendor ID:      0x02c9
  Device vendor part ID: 4117

Default device parameters will be used, which may result in lower
performance.  You can edit any of the files specified by the
btl_openib_device_param_files MCA parameter to set values for your
device.

NOTE: You can turn off this warning by setting the MCA parameter
      btl_openib_warn_no_device_params_found to 0.
--------------------------------------------------------------------------
1000000 110697
Training on 1000000 out of 44279131 training samples
Estimator: 000 | Epoch: 000 | Batch: 000 | Loss: 27.17575
Estimator: 000 | Epoch: 000 | Batch: 4100 | Loss: 1.19500
Estimator: 000 | Epoch: 000 | Batch: 4200 | Loss: 0.85857
Estimator: 000 | Epoch: 000 | Batch: 4300 | Loss: 0.98063
Estimator: 000 | Epoch: 000 | Batch: 4400 | Loss: 1.25839
Estimator: 000 | Epoch: 000 | Batch: 4500 | Loss: 1.13951
Estimator: 000 | Epoch: 000 | Batch: 4600 | Loss: 0.94213
Estimator: 000 | Epoch: 000 | Batch: 4700 | Loss: 1.16384
Estimator: 000 | Epoch: 000 | Batch: 4800 | Loss: 0.90315
Estimator: 000 | Epoch: 000 | Batch: 4900 | Loss: 0.95817
Estimator: 000 | Epoch: 000 | Batch: 5000 | Loss: 0.98628
Estimator: 000 | Epoch: 000 | Batch: 5100 | Loss: 0.73083
Estimator: 000 | Epoch: 000 | Batch: 5200 | Loss: 0.72557
Estimator: 000 | Epoch: 000 | Batch: 5300 | Loss: 0.84070
Estimator: 000 | Epoch: 000 | Batch: 5400 | Loss: 0.94257
Estimator: 000 | Epoch: 000 | Batch: 5500 | Loss: 0.96008
Estimator: 000 | Epoch: 000 | Batch: 5600 | Loss: 0.98864
Estimator: 000 | Epoch: 000 | Batch: 5700 | Loss: 0.87480
Estimator: 000 | Epoch: 000 | Batch: 5800 | Loss: 0.81562
Estimator: 000 | Epoch: 000 | Batch: 5900 | Loss: 0.98876
Estimator: 000 | Epoch: 000 | Batch: 6000 | Loss: 0.93194
Estimator: 000 | Epoch: 000 | Batch: 6100 | Loss: 0.91640
Estimator: 000 | Epoch: 000 | Batch: 6200 | Loss: 0.87218
Estimator: 000 | Epoch: 000 | Batch: 6300 | Loss: 0.69100
Estimator: 000 | Epoch: 000 | Batch: 6400 | Loss: 0.98472
Estimator: 000 | Epoch: 000 | Batch: 6500 | Loss: 1.29970
Estimator: 000 | Epoch: 000 | Batch: 6600 | Loss: 1.13624
Estimator: 000 | Epoch: 000 | Batch: 6700 | Loss: 1.14879
Estimator: 000 | Epoch: 000 | Batch: 6800 | Loss: 0.82527
Estimator: 000 | Epoch: 000 | Batch: 6900 | Loss: 0.71729
Estimator: 000 | Epoch: 000 | Batch: 7000 | Loss: 1.03273
Estimator: 000 | Epoch: 000 | Batch: 7100 | Loss: 1.15519
Estimator: 000 | Epoch: 000 | Batch: 7200 | Loss: 0.69098
Estimator: 000 | Epoch: 000 | Batch: 7300 | Loss: 1.05398
Estimator: 000 | Epoch: 000 | Batch: 7400 | Loss: 0.92676
Estimator: 000 | Epoch: 000 | Batch: 7500 | Loss: 1.46325
Estimator: 000 | Epoch: 000 | Batch: 7600 | Loss: 1.17776
Estimator: 000 | Epoch: 000 | Batch: 7700 | Loss: 0.86413
Estimator: 000 | Epoch: 000 | Batch: 7800 | Loss: 0.92355
Estimator: 000 | Epoch: 000 | Batch: 7900 | Loss: 0.89048
Estimator: 000 | Epoch: 000 | Batch: 8000 | Loss: 1.54157
Estimator: 000 | Epoch: 000 | Batch: 8100 | Loss: 0.83993
Estimator: 000 | Epoch: 000 | Batch: 8200 | Loss: 0.94009
Estimator: 000 | Epoch: 000 | Batch: 8300 | Loss: 0.83239
Estimator: 000 | Epoch: 000 | Batch: 8400 | Loss: 1.10662
Estimator: 000 | Epoch: 000 | Batch: 8500 | Loss: 1.56935
Estimator: 000 | Epoch: 000 | Batch: 8600 | Loss: 1.09878
Estimator: 000 | Epoch: 000 | Batch: 8700 | Loss: 1.00114
Estimator: 000 | Epoch: 000 | Batch: 8800 | Loss: 0.88990
Estimator: 000 | Epoch: 000 | Batch: 8900 | Loss: 0.72445
Estimator: 000 | Epoch: 000 | Batch: 9000 | Loss: 1.06466
Estimator: 000 | Epoch: 000 | Batch: 9100 | Loss: 1.08539
Estimator: 000 | Epoch: 000 | Batch: 9200 | Loss: 0.73397
Estimator: 000 | Epoch: 000 | Batch: 9300 | Loss: 1.10273
Estimator: 000 | Epoch: 000 | Batch: 9400 | Loss: 0.73598
Estimator: 000 | Epoch: 000 | Batch: 9500 | Loss: 0.66082
Estimator: 000 | Epoch: 000 | Batch: 9600 | Loss: 0.88344
Estimator: 000 | Epoch: 000 | Batch: 9700 | Loss: 1.41505
Estimator: 000 | Epoch: 000 | Batch: 9800 | Loss: 1.05431
Estimator: 000 | Epoch: 000 | Batch: 9900 | Loss: 0.67631
Estimator: 000 | Epoch: 000 | Batch: 10000 | Loss: 0.68326
Estimator: 000 | Epoch: 000 | Batch: 10100 | Loss: 0.85042
Estimator: 000 | Epoch: 000 | Batch: 10200 | Loss: 0.72923
Estimator: 000 | Epoch: 000 | Batch: 10300 | Loss: 1.11961
Estimator: 000 | Epoch: 000 | Batch: 10400 | Loss: 0.95813
Estimator: 000 | Epoch: 000 | Batch: 10500 | Loss: 0.94670
Estimator: 000 | Epoch: 000 | Batch: 10600 | Loss: 0.93868
Estimator: 000 | Epoch: 000 | Batch: 10700 | Loss: 1.05061
Estimator: 000 | Epoch: 000 | Batch: 10800 | Loss: 0.96238
Estimator: 000 | Epoch: 000 | Batch: 10900 | Loss: 0.49925
Estimator: 000 | Epoch: 000 | Batch: 11000 | Loss: 1.33215
Estimator: 000 | Epoch: 000 | Batch: 11100 | Loss: 1.13731
Estimator: 000 | Epoch: 000 | Batch: 11200 | Loss: 0.78807
Estimator: 000 | Epoch: 000 | Batch: 11300 | Loss: 0.93101
Estimator: 000 | Epoch: 000 | Batch: 11400 | Loss: 1.12324
Estimator: 000 | Epoch: 000 | Batch: 11500 | Loss: 1.04651
Estimator: 000 | Epoch: 000 | Batch: 11600 | Loss: 1.40286
Estimator: 000 | Epoch: 000 | Batch: 11700 | Loss: 0.82557
Estimator: 000 | Epoch: 000 | Batch: 11800 | Loss: 1.12328
Estimator: 000 | Epoch: 000 | Batch: 11900 | Loss: 1.27873
Estimator: 000 | Epoch: 000 | Batch: 12000 | Loss: 1.78829
Estimator: 000 | Epoch: 000 | Batch: 12100 | Loss: 0.72730
Estimator: 000 | Epoch: 000 | Batch: 12200 | Loss: 1.04904
Estimator: 000 | Epoch: 000 | Batch: 12300 | Loss: 0.72406
Estimator: 000 | Epoch: 000 | Batch: 12400 | Loss: 0.91797
Estimator: 000 | Epoch: 000 | Batch: 12500 | Loss: 0.75655
Estimator: 000 | Epoch: 000 | Batch: 12600 | Loss: 1.30803
Estimator: 000 | Epoch: 000 | Batch: 12700 | Loss: 0.83953
Estimator: 000 | Epoch: 000 | Batch: 12800 | Loss: 0.98878
Estimator: 000 | Epoch: 000 | Batch: 12900 | Loss: 0.96719
Estimator: 000 | Epoch: 000 | Batch: 13000 | Loss: 1.11906
Estimator: 000 | Epoch: 000 | Batch: 13100 | Loss: 0.80312
Estimator: 000 | Epoch: 000 | Batch: 13200 | Loss: 0.81695
Estimator: 000 | Epoch: 000 | Batch: 13300 | Loss: 1.44524
Estimator: 000 | Epoch: 000 | Batch: 13400 | Loss: 1.22100
Estimator: 000 | Epoch: 000 | Batch: 13500 | Loss: 1.01067
Estimator: 000 | Epoch: 000 | Batch: 13600 | Loss: 0.98301
Estimator: 000 | Epoch: 000 | Batch: 13700 | Loss: 0.99928
Estimator: 000 | Epoch: 000 | Batch: 13800 | Loss: 0.91221
Estimator: 000 | Epoch: 000 | Batch: 13900 | Loss: 0.80096
Estimator: 000 | Epoch: 000 | Batch: 14000 | Loss: 0.74593
Estimator: 000 | Epoch: 000 | Batch: 14100 | Loss: 1.36911
Estimator: 000 | Epoch: 000 | Batch: 14200 | Loss: 0.79491
Estimator: 000 | Epoch: 000 | Batch: 14300 | Loss: 1.22638
Estimator: 000 | Epoch: 000 | Batch: 14400 | Loss: 1.24841
Estimator: 000 | Epoch: 000 | Batch: 14500 | Loss: 1.18228
Estimator: 000 | Epoch: 000 | Batch: 14600 | Loss: 0.88047
Estimator: 000 | Epoch: 000 | Batch: 14700 | Loss: 1.15341
Estimator: 000 | Epoch: 000 | Batch: 14800 | Loss: 1.03565
Estimator: 000 | Epoch: 000 | Batch: 14900 | Loss: 1.22408
Estimator: 000 | Epoch: 000 | Batch: 15000 | Loss: 0.79795
Estimator: 000 | Epoch: 000 | Batch: 15100 | Loss: 0.92720
Estimator: 000 | Epoch: 000 | Batch: 15200 | Loss: 1.33686
Estimator: 000 | Epoch: 000 | Batch: 15300 | Loss: 1.06907
Estimator: 000 | Epoch: 000 | Batch: 15400 | Loss: 0.99112
Estimator: 000 | Epoch: 000 | Batch: 15500 | Loss: 1.13620
Estimator: 000 | Epoch: 000 | Batch: 15600 | Loss: 1.35276
Estimator: 001 | Epoch: 000 | Batch: 000 | Loss: 27.17575
Estimator: 001 | Epoch: 000 | Batch: 100 | Loss: 0.82358
Estimator: 001 | Epoch: 000 | Batch: 200 | Loss: 1.21816
Estimator: 001 | Epoch: 000 | Batch: 300 | Loss: 1.15136
Estimator: 001 | Epoch: 000 | Batch: 400 | Loss: 1.52549
Estimator: 001 | Epoch: 000 | Batch: 500 | Loss: 0.84227
Estimator: 001 | Epoch: 000 | Batch: 600 | Loss: 0.76365
Estimator: 001 | Epoch: 000 | Batch: 700 | Loss: 1.08935
Estimator: 001 | Epoch: 000 | Batch: 800 | Loss: 0.91604
Estimator: 001 | Epoch: 000 | Batch: 900 | Loss: 1.26995
Estimator: 001 | Epoch: 000 | Batch: 1000 | Loss: 1.59425
Estimator: 001 | Epoch: 000 | Batch: 1100 | Loss: 1.04829
Estimator: 001 | Epoch: 000 | Batch: 1200 | Loss: 1.42229
Estimator: 001 | Epoch: 000 | Batch: 1300 | Loss: 1.15531
Estimator: 001 | Epoch: 000 | Batch: 1400 | Loss: 0.95489
Estimator: 001 | Epoch: 000 | Batch: 1500 | Loss: 1.42813
Estimator: 001 | Epoch: 000 | Batch: 1600 | Loss: 1.09883
Estimator: 001 | Epoch: 000 | Batch: 1700 | Loss: 1.39884
Estimator: 001 | Epoch: 000 | Batch: 1800 | Loss: 0.84978
Estimator: 001 | Epoch: 000 | Batch: 1900 | Loss: 1.26233
Estimator: 001 | Epoch: 000 | Batch: 2000 | Loss: 0.83176
Estimator: 001 | Epoch: 000 | Batch: 2100 | Loss: 1.39137
Estimator: 001 | Epoch: 000 | Batch: 2200 | Loss: 0.83131
Estimator: 001 | Epoch: 000 | Batch: 2300 | Loss: 1.21526
Estimator: 001 | Epoch: 000 | Batch: 2400 | Loss: 1.09572
Estimator: 001 | Epoch: 000 | Batch: 2500 | Loss: 1.10876
Estimator: 001 | Epoch: 000 | Batch: 2600 | Loss: 1.36931
Estimator: 001 | Epoch: 000 | Batch: 2700 | Loss: 1.28445
Estimator: 001 | Epoch: 000 | Batch: 2800 | Loss: 0.75640
Estimator: 001 | Epoch: 000 | Batch: 2900 | Loss: 1.33327
Estimator: 001 | Epoch: 000 | Batch: 3000 | Loss: 1.02780
Estimator: 001 | Epoch: 000 | Batch: 3100 | Loss: 0.77467
Estimator: 001 | Epoch: 000 | Batch: 3200 | Loss: 0.91809
Estimator: 001 | Epoch: 000 | Batch: 3300 | Loss: 1.12824
Estimator: 001 | Epoch: 000 | Batch: 3400 | Loss: 1.07142
Estimator: 001 | Epoch: 000 | Batch: 3500 | Loss: 1.04001
Estimator: 001 | Epoch: 000 | Batch: 3600 | Loss: 1.34574
Estimator: 001 | Epoch: 000 | Batch: 3700 | Loss: 1.05718
Estimator: 001 | Epoch: 000 | Batch: 3800 | Loss: 1.04250
Estimator: 001 | Epoch: 000 | Batch: 3900 | Loss: 0.81575
Estimator: 001 | Epoch: 000 | Batch: 4000 | Loss: 1.08303
Estimator: 001 | Epoch: 000 | Batch: 4100 | Loss: 1.21159
Estimator: 001 | Epoch: 000 | Batch: 4200 | Loss: 0.86539
Estimator: 001 | Epoch: 000 | Batch: 4300 | Loss: 0.98211
Estimator: 001 | Epoch: 000 | Batch: 4400 | Loss: 1.24431
Estimator: 001 | Epoch: 000 | Batch: 4500 | Loss: 1.13606
Estimator: 001 | Epoch: 000 | Batch: 4600 | Loss: 0.94859
Estimator: 001 | Epoch: 000 | Batch: 4700 | Loss: 1.16955
Estimator: 001 | Epoch: 000 | Batch: 4800 | Loss: 0.90467
Estimator: 001 | Epoch: 000 | Batch: 4900 | Loss: 0.95928
Estimator: 001 | Epoch: 000 | Batch: 5000 | Loss: 0.98958
Estimator: 001 | Epoch: 000 | Batch: 5100 | Loss: 0.72728
Estimator: 001 | Epoch: 000 | Batch: 5200 | Loss: 0.72909
Estimator: 001 | Epoch: 000 | Batch: 5300 | Loss: 0.84029
Estimator: 001 | Epoch: 000 | Batch: 5400 | Loss: 0.94152
Estimator: 001 | Epoch: 000 | Batch: 5500 | Loss: 1.03324
Estimator: 001 | Epoch: 000 | Batch: 5600 | Loss: 0.98901
Estimator: 001 | Epoch: 000 | Batch: 5700 | Loss: 0.87459
Estimator: 001 | Epoch: 000 | Batch: 5800 | Loss: 0.81198
Estimator: 001 | Epoch: 000 | Batch: 5900 | Loss: 0.98917
Estimator: 001 | Epoch: 000 | Batch: 6000 | Loss: 0.93202
Estimator: 001 | Epoch: 000 | Batch: 6100 | Loss: 0.91214
Estimator: 001 | Epoch: 000 | Batch: 6200 | Loss: 0.87092
Estimator: 001 | Epoch: 000 | Batch: 6300 | Loss: 0.68552
Estimator: 001 | Epoch: 000 | Batch: 6400 | Loss: 0.97944
Estimator: 001 | Epoch: 000 | Batch: 6500 | Loss: 1.25460
Estimator: 001 | Epoch: 000 | Batch: 6600 | Loss: 1.13953
Estimator: 001 | Epoch: 000 | Batch: 6700 | Loss: 1.12659
Estimator: 001 | Epoch: 000 | Batch: 6800 | Loss: 0.82031
Estimator: 001 | Epoch: 000 | Batch: 6900 | Loss: 0.72055
Estimator: 001 | Epoch: 000 | Batch: 7000 | Loss: 1.03448
Estimator: 001 | Epoch: 000 | Batch: 7100 | Loss: 1.15590
Estimator: 001 | Epoch: 000 | Batch: 7200 | Loss: 0.68979
Estimator: 001 | Epoch: 000 | Batch: 7300 | Loss: 1.05755
Estimator: 001 | Epoch: 000 | Batch: 7400 | Loss: 0.92454
Estimator: 001 | Epoch: 000 | Batch: 7500 | Loss: 1.45869
Estimator: 001 | Epoch: 000 | Batch: 7600 | Loss: 1.17821
Estimator: 001 | Epoch: 000 | Batch: 7700 | Loss: 0.91505
Estimator: 001 | Epoch: 000 | Batch: 7800 | Loss: 0.92465
Estimator: 001 | Epoch: 000 | Batch: 7900 | Loss: 0.84940
Estimator: 001 | Epoch: 000 | Batch: 8000 | Loss: 1.50144
Estimator: 001 | Epoch: 000 | Batch: 8100 | Loss: 0.83890
Estimator: 001 | Epoch: 000 | Batch: 8200 | Loss: 0.94097
Estimator: 001 | Epoch: 000 | Batch: 8300 | Loss: 0.83344
Estimator: 001 | Epoch: 000 | Batch: 8400 | Loss: 1.10841
Estimator: 001 | Epoch: 000 | Batch: 8500 | Loss: 1.56781
Estimator: 001 | Epoch: 000 | Batch: 8600 | Loss: 1.10835
Estimator: 001 | Epoch: 000 | Batch: 8700 | Loss: 1.00101
Estimator: 001 | Epoch: 000 | Batch: 8800 | Loss: 0.88427
Estimator: 001 | Epoch: 000 | Batch: 8900 | Loss: 0.72341
Estimator: 001 | Epoch: 000 | Batch: 9000 | Loss: 1.06661
Estimator: 001 | Epoch: 000 | Batch: 9100 | Loss: 1.08653
Estimator: 001 | Epoch: 000 | Batch: 9200 | Loss: 0.73257
Estimator: 001 | Epoch: 000 | Batch: 9300 | Loss: 1.11084
Estimator: 001 | Epoch: 000 | Batch: 9400 | Loss: 0.77120
Estimator: 001 | Epoch: 000 | Batch: 9500 | Loss: 0.66010
Estimator: 001 | Epoch: 000 | Batch: 9600 | Loss: 0.89259
Estimator: 001 | Epoch: 000 | Batch: 9700 | Loss: 1.41442
Estimator: 001 | Epoch: 000 | Batch: 9800 | Loss: 1.05151
Estimator: 001 | Epoch: 000 | Batch: 9900 | Loss: 0.67691
Estimator: 001 | Epoch: 000 | Batch: 10000 | Loss: 0.68512
Estimator: 001 | Epoch: 000 | Batch: 10100 | Loss: 0.84974
Estimator: 001 | Epoch: 000 | Batch: 10200 | Loss: 0.72612
Estimator: 001 | Epoch: 000 | Batch: 10300 | Loss: 1.12011
Estimator: 001 | Epoch: 000 | Batch: 10400 | Loss: 0.95955
Estimator: 001 | Epoch: 000 | Batch: 10500 | Loss: 0.94653
Estimator: 001 | Epoch: 000 | Batch: 10600 | Loss: 0.93742
Estimator: 001 | Epoch: 000 | Batch: 10700 | Loss: 1.04882
Estimator: 001 | Epoch: 000 | Batch: 10800 | Loss: 0.96293
Estimator: 001 | Epoch: 000 | Batch: 10900 | Loss: 0.50438
Estimator: 001 | Epoch: 000 | Batch: 11000 | Loss: 1.33117
Estimator: 001 | Epoch: 000 | Batch: 11100 | Loss: 1.13419
Estimator: 001 | Epoch: 000 | Batch: 11200 | Loss: 0.78837
Estimator: 001 | Epoch: 000 | Batch: 11300 | Loss: 0.92878
Estimator: 001 | Epoch: 000 | Batch: 11400 | Loss: 1.12388
Estimator: 001 | Epoch: 000 | Batch: 11500 | Loss: 1.04488
Estimator: 001 | Epoch: 000 | Batch: 11600 | Loss: 1.40306
Estimator: 001 | Epoch: 000 | Batch: 11700 | Loss: 0.82547
Estimator: 001 | Epoch: 000 | Batch: 11800 | Loss: 1.12305
Estimator: 001 | Epoch: 000 | Batch: 11900 | Loss: 1.27474
Estimator: 001 | Epoch: 000 | Batch: 12000 | Loss: 1.78299
Estimator: 001 | Epoch: 000 | Batch: 12100 | Loss: 0.72578
Estimator: 001 | Epoch: 000 | Batch: 12200 | Loss: 1.05315
Estimator: 001 | Epoch: 000 | Batch: 12300 | Loss: 0.72016
Estimator: 001 | Epoch: 000 | Batch: 12400 | Loss: 0.90989
Estimator: 001 | Epoch: 000 | Batch: 12500 | Loss: 0.76062
Estimator: 001 | Epoch: 000 | Batch: 12600 | Loss: 1.30916
Estimator: 001 | Epoch: 000 | Batch: 12700 | Loss: 0.83944
Estimator: 001 | Epoch: 000 | Batch: 12800 | Loss: 0.98866
Estimator: 001 | Epoch: 000 | Batch: 12900 | Loss: 0.95796
Estimator: 001 | Epoch: 000 | Batch: 13000 | Loss: 1.12184
Estimator: 001 | Epoch: 000 | Batch: 13100 | Loss: 0.79406
Estimator: 001 | Epoch: 000 | Batch: 13200 | Loss: 0.82023
Estimator: 001 | Epoch: 000 | Batch: 13300 | Loss: 1.43612
Estimator: 001 | Epoch: 000 | Batch: 13400 | Loss: 1.22550
Estimator: 001 | Epoch: 000 | Batch: 13500 | Loss: 1.01519
Estimator: 001 | Epoch: 000 | Batch: 13600 | Loss: 0.97938
Estimator: 001 | Epoch: 000 | Batch: 13700 | Loss: 0.99969
Estimator: 001 | Epoch: 000 | Batch: 13800 | Loss: 0.92494
Estimator: 001 | Epoch: 000 | Batch: 13900 | Loss: 0.79791
Estimator: 001 | Epoch: 000 | Batch: 14000 | Loss: 0.73825
Estimator: 001 | Epoch: 000 | Batch: 14100 | Loss: 1.38109
Estimator: 001 | Epoch: 000 | Batch: 14200 | Loss: 0.79435
Estimator: 001 | Epoch: 000 | Batch: 14300 | Loss: 1.21060
Estimator: 001 | Epoch: 000 | Batch: 14400 | Loss: 1.24866
Estimator: 001 | Epoch: 000 | Batch: 14500 | Loss: 1.18231
Estimator: 001 | Epoch: 000 | Batch: 14600 | Loss: 0.88043
Estimator: 001 | Epoch: 000 | Batch: 14700 | Loss: 1.14918
Estimator: 001 | Epoch: 000 | Batch: 14800 | Loss: 1.02936
Estimator: 001 | Epoch: 000 | Batch: 14900 | Loss: 1.22314
Estimator: 001 | Epoch: 000 | Batch: 15000 | Loss: 0.76052
Estimator: 001 | Epoch: 000 | Batch: 15100 | Loss: 0.92621
Estimator: 001 | Epoch: 000 | Batch: 15200 | Loss: 1.32662
Estimator: 001 | Epoch: 000 | Batch: 15300 | Loss: 1.06696
Estimator: 001 | Epoch: 000 | Batch: 15400 | Loss: 0.98744
Estimator: 001 | Epoch: 000 | Batch: 15500 | Loss: 1.14047
Estimator: 001 | Epoch: 000 | Batch: 15600 | Loss: 1.36341
Estimator: 002 | Epoch: 000 | Batch: 000 | Loss: 27.17575
Estimator: 002 | Epoch: 000 | Batch: 100 | Loss: 0.81867
Estimator: 002 | Epoch: 000 | Batch: 200 | Loss: 1.22494
Estimator: 002 | Epoch: 000 | Batch: 300 | Loss: 1.15098
Estimator: 002 | Epoch: 000 | Batch: 400 | Loss: 1.47502
Estimator: 002 | Epoch: 000 | Batch: 500 | Loss: 0.84505
Estimator: 002 | Epoch: 000 | Batch: 600 | Loss: 0.76916
Estimator: 002 | Epoch: 000 | Batch: 700 | Loss: 1.07348
Estimator: 002 | Epoch: 000 | Batch: 800 | Loss: 0.94402
Estimator: 002 | Epoch: 000 | Batch: 900 | Loss: 1.27016
Estimator: 002 | Epoch: 000 | Batch: 1000 | Loss: 1.61232
Estimator: 002 | Epoch: 000 | Batch: 1100 | Loss: 1.05179
Estimator: 002 | Epoch: 000 | Batch: 1200 | Loss: 1.39918
Estimator: 002 | Epoch: 000 | Batch: 1300 | Loss: 1.15537
Estimator: 002 | Epoch: 000 | Batch: 1400 | Loss: 0.95655
Estimator: 002 | Epoch: 000 | Batch: 1500 | Loss: 1.42836
Estimator: 002 | Epoch: 000 | Batch: 1600 | Loss: 1.09704
Estimator: 002 | Epoch: 000 | Batch: 1700 | Loss: 1.39829
Estimator: 002 | Epoch: 000 | Batch: 1800 | Loss: 0.84956
Estimator: 002 | Epoch: 000 | Batch: 1900 | Loss: 1.26202
Estimator: 002 | Epoch: 000 | Batch: 2000 | Loss: 0.83329
Estimator: 002 | Epoch: 000 | Batch: 2100 | Loss: 1.38870
Estimator: 002 | Epoch: 000 | Batch: 2200 | Loss: 0.82928
Estimator: 002 | Epoch: 000 | Batch: 2300 | Loss: 1.21062
Estimator: 002 | Epoch: 000 | Batch: 2400 | Loss: 1.09633
Estimator: 002 | Epoch: 000 | Batch: 2500 | Loss: 1.11082
Estimator: 002 | Epoch: 000 | Batch: 2600 | Loss: 1.36893
Estimator: 002 | Epoch: 000 | Batch: 2700 | Loss: 1.25394
Estimator: 002 | Epoch: 000 | Batch: 2800 | Loss: 0.75531
Estimator: 002 | Epoch: 000 | Batch: 2900 | Loss: 1.32950
Estimator: 002 | Epoch: 000 | Batch: 3000 | Loss: 1.02760
Estimator: 002 | Epoch: 000 | Batch: 3100 | Loss: 0.77234
Estimator: 002 | Epoch: 000 | Batch: 3200 | Loss: 0.91837
Estimator: 002 | Epoch: 000 | Batch: 3300 | Loss: 1.12489
Estimator: 002 | Epoch: 000 | Batch: 3400 | Loss: 1.07411
Estimator: 002 | Epoch: 000 | Batch: 3500 | Loss: 1.03899
Estimator: 002 | Epoch: 000 | Batch: 3600 | Loss: 1.34186
Estimator: 002 | Epoch: 000 | Batch: 3700 | Loss: 1.05675
Estimator: 002 | Epoch: 000 | Batch: 3800 | Loss: 1.05062
Estimator: 002 | Epoch: 000 | Batch: 3900 | Loss: 0.81510
Estimator: 002 | Epoch: 000 | Batch: 4000 | Loss: 1.08241
Estimator: 002 | Epoch: 000 | Batch: 4100 | Loss: 1.17537
Estimator: 002 | Epoch: 000 | Batch: 4200 | Loss: 0.86277
Estimator: 002 | Epoch: 000 | Batch: 4300 | Loss: 0.98097
Estimator: 002 | Epoch: 000 | Batch: 4400 | Loss: 1.21986
Estimator: 002 | Epoch: 000 | Batch: 4500 | Loss: 1.13660
Estimator: 002 | Epoch: 000 | Batch: 4600 | Loss: 0.93757
Estimator: 002 | Epoch: 000 | Batch: 4700 | Loss: 1.16580
Estimator: 002 | Epoch: 000 | Batch: 4800 | Loss: 0.90000
Estimator: 002 | Epoch: 000 | Batch: 4900 | Loss: 0.95998
Estimator: 002 | Epoch: 000 | Batch: 5000 | Loss: 0.99952
